UMPD Case Number,Date Occurred,Report Date,Crime Type,Disposition,LOCATION
2016-00040613,2016-07-10 00:54:00,2016-07-10 00:54:00,Injured/Sick Person,CBE,7500 block of  Hopkins  Ave
2016-00040656,2016-07-10 08:04:00,2016-07-10 08:04:00,DWI/DUI,Arrest,Lot 17a
2016-00040918,2016-07-11 15:47:00,2016-07-11 15:47:00,Police Information,CBE,"Pocomoke Building, Police, UMDPS, UMPD at 7569  Baltimore  Ave"
2016-00040928,2016-07-11 09:30:00,2016-07-11 17:14:00,Theft,Unfounded,"Leonardtown #245, Leonardtown at 4689  Rossborough  Ln"
2016-00040936,2016-07-11 18:43:00,2016-07-11 18:43:00,Injured/Sick Person,CBE,Lot Z
2016-00041081,2016-07-12 12:30:00,2016-07-12 14:18:00,Theft,Arrest,"HHP, PERH, Public Health, School of Public Health Building, SPH at 4200  Valley  Dr"
2016-00041089,2016-07-12 15:45:00,2016-07-12 15:50:00,Injured/Sick Person,CBE,Chesapeake Building at 4300  Terrapin  Trl
2016-00041105,2016-07-12 17:30:00,2016-07-12 18:07:00,Injured/Sick Person,CBE,Gossett Football Team House at 4068  Fieldhouse  Dr
2016-00041143,2016-07-12 21:20:00,2016-07-12 21:20:00,Robbery,Arrest,Tydings Hall at 7343  Preinkert  Dr
2016-00041154,2016-07-12 23:19:00,2016-07-12 23:19:00,Weapon Violation,Arrest,"Chemistry, Chemistry Building at 8051  Regents  Dr"
2016-00041169,2016-07-13 01:40:00,2016-07-13 01:45:00,Damage to State Property,CBE,"Commons 7, SCC 7, South Campus Commons 7 at 6801  Preinkert  Dr"
2016-00041252,2016-07-13 14:48:00,2016-07-13 14:48:00,False Report/Statement,CBE,Mckeldin Library at 7649  Library  Ln
2016-00041255,2016-07-12 20:30:00,2016-07-13 15:54:00,Theft,Suspended,"S Campus Surge, Susquehanna Hall at 4200  Lehigh  Rd"
2016-00041361,2016-07-14 01:15:00,2016-07-14 01:44:00,Vandalism,Suspended,"Commons 7, SCC 7, South Campus Commons 7 at 6801  Preinkert  Dr"
2016-00041395,2016-07-13 09:00:00,2016-07-14 07:11:00,Injured Officer,CBE,"Litton, Police Services & Training Facility at 7147  51st  Ave"
2016-00041449,2016-06-01 07:00:00,2016-07-14 15:52:00,Telephone/EMail Misuse,CBE,"Leonardtown #245, Leonardtown at 4689  Rossborough  Ln"
2016-00041474,2016-07-14 18:00:00,2016-07-14 19:49:00,Theft,Suspended,South Campus Dining Hall at 7093  Preinkert  Dr
2016-00041609,2016-07-15 02:08:00,2016-07-15 02:08:00,DWI/DUI,Juvenile Arrest,Baltimore  Ave
2016-00041635,2016-07-15 06:13:00,2016-07-15 06:14:00,Vandalism,Suspended,"DOTS, Lot B, Lot RR, PG2, RDG, Regents Drive Parking Garage, WAM Lab at 8056  Regents  Dr"
2016-00041707,2016-07-15 09:40:00,2016-07-15 15:14:00,Dept Property Damage/Loss,CBE,5100 block of  Paint Branch  Pky
2016-00041741,2016-07-15 21:20:00,2016-07-15 21:54:00,Other Incident,Suspended,8200 block of  Boteler  Ln
2016-00041811,2016-07-16 01:42:00,2016-07-16 01:42:00,Traffic Offense,CBE,Baltimore  Ave
2016-00041817,2016-07-16 02:11:00,2016-07-16 02:11:00,DWI/DUI,Arrest,Baltimore  Ave
2016-00041925,2016-07-16 18:49:00,2016-07-16 18:49:00,Injured/Sick Person,CBE,"HHP, PERH, Public Health, School of Public Health Building, SPH at 4200  Valley  Dr"
2016-00042031,2016-07-16 21:00:00,2016-07-17 09:11:00,Stolen Motor Vehicle,Suspended,"Comcast Center, Xfinity Center at 8500  Paint Branch  Dr"
2016-00042037,2016-07-17 04:00:00,2016-07-17 11:13:00,Damage to State Property,CBE,4300 block of  Knox  Rd
2016-00042071,2016-07-14 19:00:00,2016-07-17 21:02:00,Dept Property Damage/Loss,CBE,"Pocomoke Building, Police, UMDPS, UMPD at 7569  Baltimore  Ave"
2016-00042086,2016-07-11 19:00:00,2016-07-17 22:44:00,Dept Property Damage/Loss,CBE,"Pocomoke Building, Police, UMDPS, UMPD at 7569  Baltimore  Ave"
2016-00042121,2016-07-18 07:52:00,2016-07-18 07:52:00,Warrant/Summons Service,Arrest,"Drazek Circle, UMUC at 346  Ehrensberger  Dr"
2016-00042134,2016-07-17 12:00:00,2016-07-18 09:19:00,Theft,Suspended,"Commons 3, SCC 3, South Campus Commons 3 at 4318  Knox  Rd"
2016-00042135,2016-07-13 17:00:00,2016-07-18 09:24:00,Theft,Suspended,"S Campus Surge, Susquehanna Hall at 4200  Lehigh  Rd"
2016-00042192,2016-07-05 20:00:00,2016-07-18 16:48:00,Harassment/Stalking,CBE,"Laboratory for Physical Sciences, LPS at 8050  Greenmead  Dr"
2016-00042206,2016-07-18 20:24:00,2016-07-18 20:24:00,Theft,Juvenile Arrest,Dorchester Hall at 3947  Campus  Dr
2016-00042254,2016-07-19 01:51:00,2016-07-19 01:51:00,CDS Violation,Arrest,"College Park Metro, Metro at 4600  River  Rd"
2016-00042256,2016-07-19 02:16:00,2016-07-19 02:16:00,Burglary,Arrest,"Comcast Center, Xfinity Center at 8500  Paint Branch  Dr"
2016-00042266,2016-07-19 03:20:00,2016-07-19 03:23:00,Assist Other Agency,CBE,Cumberland Hall at 4145  Valley  Dr
2016-00042318,2016-07-19 10:40:00,2016-07-19 10:44:00,Hazardous Condition,CBE,Chemical & Nuclear Engineering at 4418  Stadium  Dr
2016-00042337,2016-07-19 13:00:00,2016-07-19 14:59:00,Theft,Unfounded,Ritchie Coliseum at 7675  Baltimore  Ave
2016-00042416,2016-07-20 05:00:00,2016-07-20 05:03:00,Weapon Violation,Arrest,Baltimore  Ave
2016-00042458,2016-07-19 16:30:00,2016-07-20 10:49:00,Theft,Suspended,"H.J. Patterson Hall, HJ Patterson Hall at 4065  Campus  Dr"
2016-00042523,2016-07-20 20:03:00,2016-07-20 20:03:00,Trespassing,CBE,Mckeldin Library at 7649  Library  Ln
2016-00042534,2016-07-20 09:00:00,2016-07-20 22:46:00,Theft,Suspended,Varsity Practice Field
2016-00042565,2016-07-21 01:41:00,2016-07-21 01:41:00,CDS Violation,Arrest,University  Blvd
2016-00042659,2016-07-21 21:48:00,2016-07-21 21:48:00,Trespassing,CBE,"Comcast Center, Xfinity Center at 8500  Paint Branch  Dr"
2016-00042698,2016-07-21 22:30:00,2016-07-22 00:34:00,Assist Other Agency,CBE,7500 block of  Dickinson  Ave
2016-00042711,2016-07-22 01:45:00,2016-07-22 01:45:00,Warrant/Summons Service,Arrest,7100 block of  Baltimore  Ave
2016-00042765,2016-07-22 10:35:00,2016-07-22 11:34:00,Suspicious Activity,CBE,250 block of  Valley  Dr
2016-00042770,2016-07-22 09:03:00,2016-07-22 13:51:00,Theft from Auto,Suspended,"HHP, PERH, Public Health, School of Public Health Building, SPH at 4200  Valley  Dr"
2016-00042811,2016-07-22 21:10:00,2016-07-22 21:10:00,Damage to State Property,CBE,"HHP, PERH, Public Health, School of Public Health Building, SPH at 4200  Valley  Dr"
2016-00042876,2016-07-23 04:13:00,2016-07-23 04:13:00,DWI/DUI,Arrest,Main Administration Building at 7901  Regents  Dr
2016-00042991,2016-07-24 01:02:00,2016-07-24 01:02:00,Injured/Sick Person,CBE,Montgomery Hall at 7570  Regents  Dr
2016-00043074,2016-07-24 17:12:00,2016-07-24 17:12:00,Traffic Offense,Unfounded,University  Blvd
2016-00043131,2016-07-25 01:00:00,2016-07-25 01:13:00,Injured/Sick Person,CBE,"Frat 3, Tau Kappa Epsilon Fraternity at 3  Fraternity  Row"
2016-00043152,2016-07-24 05:37:00,2016-07-25 07:39:00,Stolen Motor Vehicle,Active/Pending,"Leonardtown, Leonardtown #201, Leonardtown Leonardtown Office Building at 4725  Rossborough  Ln"
2016-00043163,2016-07-25 10:25:00,2016-07-25 10:25:00,Warrant/Summons Service,Arrest,"Pocomoke Building, Police, UMDPS, UMPD at 7569  Baltimore  Ave"
2016-00043193,2016-07-25 13:00:00,2016-07-25 14:32:00,Theft,Unfounded,South Campus Dining Hall at 7093  Preinkert  Dr
2016-00043346,2016-07-22 16:00:00,2016-07-26 12:34:00,Stolen Motor Vehicle,Active/Pending,"Motor Pool, Severn Building, Terp Trader, Washington Post Building at 5245  Greenbelt  Rd"
2016-00043595,2016-07-27 19:05:00,2016-07-27 19:05:00,Injured/Sick Person,CBE,"Pocomoke Building, Police, UMDPS, UMPD at 7569  Baltimore  Ave"
2016-00043617,2016-07-24 01:30:00,2016-07-27 21:59:00,Dept Property Damage/Loss,CBE,"Pocomoke Building, Police, UMDPS, UMPD at 7569  Baltimore  Ave"
2016-00043646,2016-07-27 23:30:00,2016-07-27 23:30:00,Warrant/Summons Service,Arrest,Paint Branch  Pky
2016-00043713,2016-07-28 07:55:00,2016-07-28 07:55:00,Injured/Sick Person,CBE,Denton Area Dining Hall at 3951  Denton Service  Ln
2016-00043730,2016-07-27 17:00:00,2016-07-28 08:45:00,Vandalism,Suspended,"HHP, PERH, Public Health, School of Public Health Building, SPH at 4200  Valley  Dr"
2016-00043776,2016-07-26 18:00:00,2016-07-28 18:33:00,Burglary,Active/Pending,Cumberland Hall at 4145  Valley  Dr
2016-00043948,2016-07-29 15:02:00,2016-07-29 15:02:00,Accident - Departmental,CBE,"Motor Pool, Severn Building, Terp Trader, Washington Post Building at 5245  Greenbelt  Rd"
2016-00043949,2016-07-29 06:45:00,2016-07-29 15:09:00,Dept Property Damage/Loss,CBE,Inner Loop 495 @ Greenbelt Metro Entrance
2016-00043975,2016-07-29 11:00:00,2016-07-29 18:13:00,Theft,Active/Pending,Lot Z
2016-00044024,2016-07-29 23:11:00,2016-07-29 23:11:00,Accident - Departmental,CBE,8500 block of  Paint Branch  Dr
2016-00044053,2016-07-30 01:04:00,2016-07-30 01:04:00,Injured/Sick Person,CBE,Campus  Dr
2016-00044071,2016-07-30 03:44:00,2016-07-30 03:44:00,Injured/Sick Person,CBE,Dorchester Hall at 3947  Campus  Dr
2016-00044229,2016-07-31 00:16:00,2016-07-31 00:16:00,Injured/Sick Person,CBE,4700 block of  College  Ave
2016-00044299,2016-01-01 08:00:00,2016-07-31 08:51:00,Dept Property Damage/Loss,CBE,"Pocomoke Building, Police, UMDPS, UMPD at 7569  Baltimore  Ave"
2016-00044343,2016-07-31 15:12:00,2016-07-31 15:12:00,Warrant/Summons Service,Arrest,BP Gas Station at 8153  Baltimore  Ave
2016-00044376,2016-07-31 12:15:00,2016-07-31 18:53:00,Missing Person/Runaway,CBE,Calvert Hall at 7551  Calvert Service  Ln
2016-00044680,2016-08-02 07:32:00,2016-08-02 07:32:00,Recovered Stolen Property,CBE,North Gate at 4306  Campus  Dr
2016-00044689,2016-07-29 13:00:00,2016-08-02 09:20:00,Vandalism,Suspended,"Lot 19, Lot U2, Mowatt Garage, Mowatt Lane Garage, Mowatt Lane Parking Garage, PG5 at 7591  Mowatt  Ln"
2016-00044702,2016-08-02 11:33:00,2016-08-02 11:33:00,Other Incident,CBE,"Physical Sciences Complex, PSC at 4296  Stadium  Dr"
2016-00044714,2016-08-02 15:33:00,2016-08-02 15:33:00,Suspicious Activity,Suspended,"Stamp, Stamp Student Union, Student Union, Union at 3972  Campus  Dr"
2016-00044851,2016-08-03 13:10:00,2016-08-03 13:10:00,CDS Violation,Arrest,"Lot HH, PG1, Union Lane Parking Garage at 4170  Union  Ln"
2016-00044954,2016-08-04 01:02:00,2016-08-04 01:02:00,Assist Other Agency,CBE,4400 block of  Knox  Rd
2016-00044969,2016-08-03 22:00:00,2016-08-04 04:59:00,Assist Other Agency,CBE,7300 block of  Princeton  Ave
2016-00044986,2016-08-03 23:00:00,2016-08-04 08:21:00,Assist Other Agency,CBE,4800 block of  College  Ave
2016-00045029,2016-08-04 11:00:00,2016-08-04 12:29:00,Theft,Suspended,"Eppley Recreation Center, ERC at 4128  Valley  Dr"
2016-00045221,2016-08-05 00:00:00,2016-08-05 10:08:00,Assist Other Agency,CBE,4600 block of  Knox  Rd
2016-00045224,2016-08-05 10:16:00,2016-08-05 10:16:00,Reckless Endangerment,Suspended,Landmark s at 4500  College  Ave
2016-00045226,2015-10-31 10:42:00,2016-08-05 10:42:00,Assault (Title IX Related),CBE,Hagerstown Hall at 4000  Stadium  Dr
2016-00045415,2016-08-06 02:17:00,2016-08-06 02:17:00,Robbery,Arrest,
2016-00045422,2016-08-06 08:55:00,2016-08-06 08:55:00,Vandalism,Suspended,4300 block of  Knox  Rd
2016-00045455,2016-08-04 17:00:00,2016-08-06 14:56:00,Assist Other Agency,CBE,7300 block of  Dickinson  Ave
2016-00045679,2016-08-07 17:38:00,2016-08-07 17:38:00,Injured/Sick Person,CBE,"Dairy, Turner Hall, Visitor Center at 7736  Baltimore  Ave"
2016-00045698,2016-08-07 20:00:00,2016-08-07 20:00:00,Injured/Sick Person,CBE,UMUC Inn & Conference Center at 345  Ehrensberger  Dr
2016-00045720,2016-08-02 09:00:00,2016-08-07 23:06:00,Assist Other Agency,CBE,7400 block of  Columbia  Ave
2016-00045727,2016-08-07 23:31:00,2016-08-07 23:31:00,DWI/DUI,Arrest,Adelphi  Rd
2016-00045773,2016-08-05 20:00:00,2016-08-08 08:46:00,Vandalism,Suspended,"Lot 19, Lot U2, Mowatt Garage, Mowatt Lane Garage, Mowatt Lane Parking Garage, PG5 at 7591  Mowatt  Ln"
2016-00045874,2016-08-08 21:50:00,2016-08-08 22:00:00,Recovered Stolen Property,CBE,Lot Y
2016-00045946,2016-08-08 18:00:00,2016-08-09 09:00:00,Burglary,Suspended,"Chemistry, Chemistry Building at 8051  Regents  Dr"
2016-00045969,2016-08-09 11:44:00,2016-08-09 11:44:00,Vandalism,Suspended,"HHP, PERH, Public Health, School of Public Health Building, SPH at 4200  Valley  Dr"
2016-00045973,2016-08-09 07:00:00,2016-08-09 13:09:00,Dept Property Damage/Loss,Unfounded,"Pocomoke Building, Police, UMDPS, UMPD at 7569  Baltimore  Ave"
2016-00045978,2016-08-09 14:11:00,2016-08-09 14:11:00,Damage to State Property,Suspended,Prince Frederick Hall at 7030  Preinkert  Dr
2016-00045996,2016-08-07 17:00:00,2016-08-09 16:01:00,Assist Other Agency,CBE,4600 block of  Hartwick  Rd
2016-00046023,2016-08-09 19:30:00,2016-08-09 19:33:00,DWI/DUI,Arrest,48th  Ave
2016-00046145,2016-08-10 09:33:00,2016-08-10 09:33:00,Other Incident,CBE,Animal Science Building at 8127  Regents  Dr
2016-00046149,2016-08-10 09:30:00,2016-08-10 10:05:00,Fire,CBE,"Chemistry, Chemistry Building at 8051  Regents  Dr"
2016-00046282,2016-08-11 02:22:00,2016-08-11 02:22:00,DWI/DUI,Arrest,Baltimore  Ave
2016-00046293,2016-08-02 08:00:00,2016-08-11 08:29:00,Other Incident,CBE,Lot F
2016-00046310,2016-08-08 20:00:00,2016-08-11 13:36:00,Assault,Suspended,Marie Mount Hall at 7814  Regents  Dr
2016-00046314,2016-08-06 07:30:00,2016-08-11 15:19:00,Dept Property Damage/Loss,Suspended,Lot F
2016-00046367,2016-08-11 22:06:00,2016-08-11 22:06:00,CDS Violation,Arrest,Campus  Dr
2016-00046415,2016-08-11 22:00:00,2016-08-12 00:04:00,Trespassing,CBE,"Commons 2, SCC 2, South Campus Commons 2 at 7524  Calvert Service  Ln"
2016-00046488,2016-08-12 04:25:00,2016-08-12 04:53:00,Injured/Sick Person,CBE,"HHP, PERH, Public Health, School of Public Health Building, SPH at 4200  Valley  Dr"
2016-00046568,2016-08-12 13:14:00,2016-08-12 13:14:00,Assist Other Agency,CBE,"Looney's Pub, The Varsity at 8150  Baltimore  Ave"
2016-00046942,2016-08-13 10:00:00,2016-08-13 15:55:00,Vandalism,Suspended,"Chemistry, Chemistry Building at 8051  Regents  Dr"
2016-00046994,2016-08-13 19:08:00,2016-08-13 19:08:00,CDS Violation,Arrest,Calvert  Rd
2016-00047026,2016-08-13 20:35:00,2016-08-13 21:22:00,Injured/Sick Person,CBE,St. Mary's Hall at 3949  Campus  Dr
2016-00047217,2016-08-14 11:00:00,2016-08-14 11:06:00,Assist Other Agency,CBE,7400 block of  Dickinson  Ave
2016-00047519,2016-08-11 12:00:00,2016-08-15 09:01:00,Theft,Suspended,7700 block of  Adelphi  Rd
2016-00047692,2016-08-15 20:52:00,2016-08-15 20:52:00,Accident - Departmental,CBE,"College Park Shopping Center, CVS at 7300  Baltimore  Ave"
2016-00047844,2016-08-16 18:09:00,2016-08-16 18:09:00,Injured/Sick Person,CBE,Health Center at 3983  Campus  Dr
2016-00047851,2016-08-16 19:59:00,2016-08-16 19:59:00,Traffic Offense,CBE,North Gate at 4306  Campus  Dr
2016-00047852,2016-08-16 20:14:00,2016-08-16 20:14:00,Injured/Sick Person,CBE,Easton Hall at 3917  Denton Service  Ln
2016-00047970,2016-08-17 08:14:00,2016-08-17 08:14:00,Injured/Sick Person,CBE,"Armory, Reckord Armory at 4490  Rossborough  Ln"
2016-00047976,2016-08-17 09:18:00,2016-08-17 09:18:00,Other Incident,CBE,Cumberland Hall at 4145  Valley  Dr
2016-00047979,2016-08-17 09:27:00,2016-08-17 09:27:00,Other Incident,CBE,"Clarence M. Mitchell, Jr. Building, Mitchell Building, North Administration at 7999  Regents  Dr"
2016-00048055,2016-08-16 15:00:00,2016-08-17 15:09:00,Theft,Suspended,"HHP, PERH, Public Health, School of Public Health Building, SPH at 4200  Valley  Dr"
2016-00048057,2016-08-17 15:42:00,2016-08-17 15:42:00,Suspicious Person/Auto,Suspended,Mckeldin Library at 7649  Library  Ln
2016-00048273,2016-08-18 10:45:00,2016-08-18 10:45:00,Injured/Sick Person,CBE,Football Practice Complex
2016-00048304,2016-08-16 19:00:00,2016-08-18 15:51:00,Theft from Auto,Suspended,Oakland Hall at 3912  Denton Service  Ln
2016-00048558,2016-08-19 12:00:00,2016-08-19 13:50:00,Stolen Motor Vehicle,Arrest,Lot FF
2016-00048563,2016-08-19 14:59:00,2016-08-19 14:59:00,Warrant/Summons Service,Arrest,Baltimore  Ave
2016-00048620,2016-08-19 09:30:00,2016-08-19 21:11:00,Suspicious Activity,CBE,3400 block of  Tulane  Dr
2016-00048718,2016-08-20 02:48:00,2016-08-20 02:48:00,DWI/DUI,Arrest,Baltimore  Ave
2016-00048760,2016-08-20 09:08:00,2016-08-20 09:08:00,Vandalism,Suspended,Annapolis Hall at 7626  Regents  Dr
2016-00048774,2016-08-20 10:45:00,2016-08-20 10:45:00,Other Incident,CBE,"Pocomoke Building, Police, UMDPS, UMPD at 7569  Baltimore  Ave"
2016-00048821,2016-08-13 21:30:00,2016-08-20 16:05:00,Theft from Auto,Suspended,Lot 2a
2016-00048835,2016-08-15 00:30:00,2016-08-20 17:38:00,Theft from Auto,Suspended,Lot 3
2016-00048896,2016-08-19 21:15:00,2016-08-20 22:39:00,Theft,Suspended,3400 block of  Tulane  Dr
2016-00049051,2016-08-21 14:17:00,2016-08-21 14:17:00,Injured/Sick Person,CBE,Ellicott Area Dining Hall at 4028  Stadium  Dr
2016-00049059,2016-08-21 16:06:00,2016-08-21 16:06:00,Warrant/Summons Service,Arrest,Baltimore  Ave
2016-00049063,2016-08-21 11:45:00,2016-08-21 16:46:00,Theft from Auto,Active/Pending,Lot N4
2016-00049098,2016-08-21 20:47:00,2016-08-21 20:47:00,Assist Other Agency,CBE,8800 block of  38th  Ave
2016-00049165,2016-08-22 02:52:00,2016-08-22 02:52:00,DWI/DUI,Arrest,University  Blvd
2016-00049253,2016-08-20 22:00:00,2016-08-22 13:37:00,Dept Property Damage/Loss,CBE,"Pocomoke Building, Police, UMDPS, UMPD at 7569  Baltimore  Ave"
2016-00049272,2016-08-19 08:10:00,2016-08-22 17:12:00,Damage to State Property,CBE,Mount Lubentia Way
2016-00049295,2016-08-22 12:15:00,2016-08-22 19:23:00,Theft,Suspended,South Campus Dining Hall at 7093  Preinkert  Dr
2016-00049439,2016-08-23 08:29:00,2016-08-23 08:29:00,Assist Other Agency,CBE,Burger King at 8510  Baltimore  Ave
2016-00049476,2016-08-23 12:50:00,2016-08-23 12:53:00,Injured/Sick Person,CBE,Symons Hall at 7998  Regents  Dr
2016-00049486,2016-08-23 14:10:00,2016-08-23 14:10:00,Warrant/Summons Service,Arrest,"Stamp, Stamp Student Union, Student Union, Union at 3972  Campus  Dr"
2016-00049501,2016-08-14 17:00:00,2016-08-23 16:29:00,Vehicle Tampering,CBE,Lot 2a
2016-00049514,2016-08-22 17:00:00,2016-08-23 17:10:00,Theft,Active/Pending,"Commons 1, SCC 1, South Campus Commons 1 at 4250  Lehigh  Rd"
2016-00049561,2016-08-23 22:15:00,2016-08-23 22:15:00,Injured/Sick Person,CBE,Zips Dry Clean Depo at 7215  Baltimore  Ave
2016-00049566,2016-08-23 22:25:00,2016-08-23 22:59:00,Suspicious Activity,CBE,5100 block of  Lakeland  Rd
2016-00049627,2016-08-24 01:25:00,2016-08-24 01:25:00,Injured/Sick Person,CBE,Montgomery Hall at 7570  Regents  Dr
2016-00049641,2016-08-24 02:58:00,2016-08-24 02:58:00,DWI/DUI,Arrest,Campus  Dr
2016-00049680,2016-08-24 09:30:00,2016-08-24 09:30:00,Emergency Petition,CBE,
2016-00049722,2016-08-24 15:16:00,2016-08-24 15:16:00,Injured/Sick Person,CBE,Bioscience Research Building at 4066  Campus  Dr
2016-00049728,2016-08-24 08:00:00,2016-08-24 15:53:00,Theft,Active/Pending,Harford Hall at 7660  Regents  Dr
2016-00049765,2016-08-06 02:00:00,2016-08-24 18:32:00,Theft,Active/Pending,"Pocomoke Building, Police, UMDPS, UMPD at 7569  Baltimore  Ave"
2016-00049949,2016-08-25 07:10:00,2016-08-25 07:43:00,Damage to State Property,CBE,"Pocomoke Building, Police, UMDPS, UMPD at 7569  Baltimore  Ave"
2016-00049977,2016-08-17 17:00:00,2016-08-25 09:44:00,Suspicious Person/Auto,Active/Pending,Hornbake Library at 4130  Campus  Dr
2016-00050029,2016-07-11 08:00:00,2016-08-25 14:46:00,Other Incident,CBE,"Commons 2, SCC 2, South Campus Commons 2 at 7524  Calvert Service  Ln"
2016-00050043,2016-08-25 10:00:00,2016-08-25 16:24:00,Theft,Suspended,Kim Engineering Building at 8228  Paint Branch  Dr
2016-00050341,2016-08-25 12:00:00,2016-08-26 12:24:00,Theft,Arrest,"HHP, PERH, Public Health, School of Public Health Building, SPH at 4200  Valley  Dr"
2016-00050345,2016-08-26 13:00:00,2016-08-26 13:00:00,Emergency Petition,CBE,Martin Hall at 4298  Campus  Dr
2016-00050355,2016-08-24 19:00:00,2016-08-26 14:33:00,Theft,Active/Pending,7700 block of  Adelphi  Rd
2016-00050357,2016-08-26 12:30:00,2016-08-26 15:39:00,Stolen Motor Vehicle,Arrest,"Comcast Center, Xfinity Center at 8500  Paint Branch  Dr"
2016-00050359,2016-08-25 22:00:00,2016-08-26 15:46:00,Vandalism,Suspended,"Delta Chi Fraternity, Frat 6 at 6  Fraternity  Row"
2016-00050383,2016-08-25 12:00:00,2016-08-26 19:37:00,Theft,Suspended,Cambridge Hall at 4230  Farm  Dr
2016-00050386,2016-08-26 12:00:00,2016-08-26 19:51:00,Dept Property Damage/Loss,Active/Pending,"Pocomoke Building, Police, UMDPS, UMPD at 7569  Baltimore  Ave"
2016-00050448,2016-08-26 22:55:00,2016-08-26 22:58:00,Assist Other Agency,CBE,7500 block of  Girard  Ave
2016-00050449,2016-08-26 20:30:00,2016-08-26 22:51:00,Animal Complaint,CBE,4600 block of  Guilford  Rd
2016-00050456,2016-08-27 00:00:00,2016-08-27 00:00:00,Injured/Sick Person,CBE,"Frat 8, Sigma Phi Epsilon Fraternity at 8  Fraternity  Row"
2016-00050470,2016-08-27 00:42:00,2016-08-27 00:42:00,Alcohol Violation,Arrest,Princeton  Ave
2016-00050501,2016-08-27 02:26:00,2016-08-27 02:26:00,Damage to State Property,CBE,"Stamp, Stamp Student Union, Student Union, Union at 3972  Campus  Dr"
2016-00050504,2016-08-27 02:31:00,2016-08-27 02:31:00,DWI/DUI,Arrest,Baltimore  Ave
2016-00050508,2016-08-27 02:48:00,2016-08-27 02:48:00,Assault,Arrest,Knox  Rd
2016-00050517,2016-08-27 02:30:00,2016-08-27 05:23:00,Rape,Arrest,"Commons 1, SCC 1, South Campus Commons 1 at 4250  Lehigh  Rd"
2016-00050590,2016-08-27 17:28:00,2016-08-27 17:28:00,Injured/Sick Person,CBE,Annapolis Hall at 7626  Regents  Dr
2016-00050603,2016-08-27 18:20:00,2016-08-27 18:29:00,Assist Other Agency,CBE,7300 block of  Yale  Ave
2016-00050605,2016-08-27 18:34:00,2016-08-27 18:34:00,Injured/Sick Person,CBE,"La Plata Hall, LaPlata hall at 4121  Farm  Dr"
2016-00050612,2016-08-27 18:45:00,2016-08-27 19:22:00,Injured/Sick Person,CBE,Wicomico Hall at 7218  Preinkert  Dr
